precision,recall,F1,mAP50,mAP50_95,imgsz
0.9891937167640565,0.9838275747784271,0.9865033484653452,0.9899385749385751,0.9642328941901142,416
0.9865933381303836,0.9780569453011908,0.9823065964298529,0.9895063953099669,0.9696893743711708,640
0.9788614293916613,0.9672770960951101,0.9730347850389037,0.9743425098757719,0.8992029020072951,960
